Company.Name,PBDITA.as...of.total.income,PAT.as...of.total.income,Cash.profit.as...of.total.income,Net.profit.margin,PAT.as...of.net.worth,Return.on.capital.employed,Return.on.net.worth,Tangible.net.worth,Current.ratio..times.,Quick.ratio..times.,Debt.to.equity.ratio..times.,Export...Sales....,Total.forex.earnings...Total.income....,Dividend.rate,Contingent.liabilities...Net.worth....,Sales,Size,Market.Capitalisation,Long.term.borrowings.excl.current.portion,Debtor.days..days.,Creditor.days..days.,Net.working.capital.cycle..days.,Year,Target
S R F Ltd.,28.95,14.62,19.39,14.66,42.71,23.7,42.74,8130.7,1.31,0.8,0.59,40.57,40.38,60,16.68,19679.9,15415,8227.66,8307.6,30.82,66.46,26.98,1970,1
S R F Ltd.,19.92,7.68,14.17,7.49,16.05,9.96,15.62,9125.9,1.13,0.68,0.55,32.21,32.02,50,12.44,17945.8,17554.2,6839.41,3339.4,44.95,84.15,33.75,1970,1
S R F Ltd.,24.04,8.26,14.42,8.23,17.82,10.1,17.72,9012.2,0.76,0.49,0.96,40.7,33.35,100,10.74,16182.8,19757.9,4514.96,13932.8,53.06,93.98,32.51,1970,1
S R F Ltd.,27.03,12.83,19.1,12.63,29.04,15.35,28.52,11875.1,0.85,0.56,0.78,26.86,23.37,140,8.22,20929.6,22355.1,11946.43,7937.8,50.38,85.62,28.52,1970,1
S R F Ltd.,26.85,14.27,19.06,14.24,34.63,21.21,34.55,15581.4,1.22,0.72,0.51,24.82,23.57,140,6.86,32058.1,27153.9,19265.85,4347.1,44.83,77.87,37.26,1970,1
S R F Ltd.,22.17,10.14,14.43,10.06,23.01,14.81,22.75,17667.5,1.18,0.74,0.56,36.56,32.06,140,6.11,33470.3,32328.2,14251.77,5793.1,46.64,74.39,42.8,1970,1
S R F Ltd.,17.69,7.06,12.55,6.08,13.72,7.56,11.69,19625.6,1.22,0.72,0.54,32.56,29.72,100,9.87,33422,36042.8,9711.24,5766.3,47.29,68.71,56.21,1970,1
S R F Ltd.,14.39,5.77,10.68,5.6,10.54,6.5,10.2,21105.7,1.2,0.64,0.6,26.46,26.25,100,6.73,37185.4,38693.6,20664.2,8445.8,49.26,73.59,68.14,1970,1
S R F Ltd.,17.88,7.7,13,7.4,13.71,8.12,13.13,22574,1.43,0.74,0.63,24.55,24.21,100,9.88,39402,41067.7,56903.72,10936.4,47.7,79.77,74.34,1970,1
S R F Ltd.,21.12,9.34,15.83,9.14,14.4,8.69,14.07,27079.6,1.59,0.98,0.61,30.58,60.37,100,8.52,39438.6,44354.7,75057.21,13410.9,39.58,79.75,70.35,1970,1
T V S Motor Co. Ltd.,8.07,3.4,5.78,3.44,18.63,11.39,18.84,3569.7,0.75,0.35,0.66,0.85,0.87,80,25.98,18209.8,11599,3176.26,0,19.82,53.6,0.37,1992,1
T V S Motor Co. Ltd.,6.71,2.42,5.1,2.45,15.87,10.11,16.06,3230.9,0.88,0.46,0.52,0.76,0.76,90,18.05,22135.9,13465.3,8855.99,342.8,15.95,63.98,-11.66,1992,1
T V S Motor Co. Ltd.,9.36,4.12,6.85,4.17,34.68,25.28,35.07,4229.5,0.76,0.31,0.29,0.8,0.79,120,26.76,31112.8,16648.9,9523,40.98,8.14,65.16,-24.47,1992,1
T V S Motor Co. Ltd.,9.35,4.16,7.21,4.2,27.97,22.66,28.2,5599.9,0.72,0.26,0.21,2.09,2.1,130,24.65,32600.1,19868.5,19877.61,342.8,5.83,78.92,-34.49,1992,1
T V S Motor Co. Ltd.,8.86,4.07,6.35,2.98,23.63,13.58,17.11,6143.6,0.91,0.42,0.3,3.68,3.58,130,25.93,33212.5,22947.1,16265.8,69.58,5.03,77.09,-34.03,1992,1
T V S Motor Co. Ltd.,7.66,3.21,5.58,3.06,18.64,12.38,17.76,7003.2,0.89,0.31,0.55,4.81,4.73,130,28.25,37317.5,25457.6,33315.48,1365,4.78,71.53,-24.38,1992,1
T V S Motor Co. Ltd.,4.77,1.46,3.64,1.42,9.14,5.24,8.91,7506.8,0.99,0.45,0.84,5.68,5.67,85,34.07,44720.1,29154.4,14151.66,24.93,7.02,67.35,-15.5,1992,1
T V S Motor Co. Ltd.,3.82,0.84,3.28,0.37,4.18,0.99,1.84,7677.8,0.69,0.23,0.87,8.8,8.84,70,24,36835.3,31011.3,8296.21,4.7,10.14,77.52,-12.22,1992,1
T V S Motor Co. Ltd.,4.92,0.76,3.16,0.75,4.13,2,4.07,7371.8,0.45,0.22,1.21,12.69,12.82,70,36.23,40089.1,32561.7,5386.3,784.7,12.57,68.3,-10.61,1992,1
T V S Motor Co. Ltd.,7.2,1.83,3.3,0.71,11.19,1.97,4.32,8337.2,1.04,0.71,1.18,11.17,11.05,120,23.29,46795.9,33856.3,19537.96,163.54,16.05,69.29,-19.79,1992,1
T V S Motor Co. Ltd.,6.33,2.84,4.12,3.04,21.21,11.61,22.73,9971.3,0.81,0.33,0.77,12.6,12.87,110,27.01,68210.7,40064,28469.6,5543.4,13.37,49.03,-5.25,1992,1
T V S Motor Co. Ltd.,6.61,3.17,4.71,3.2,22.68,13.18,22.89,11636.4,0.75,0.28,0.71,14.43,14.58,130,33.2,77276.5,47193.5,19478.57,4799.3,11.43,46.19,2.26,1992,1
T V S Motor Co. Ltd.,5.73,1.47,3.07,1.45,9.67,5.94,9.57,12200.4,0.84,0.4,0.52,14.78,15.06,120,32.98,78511.3,53006.1,15380.95,4941.4,12.34,52.44,-2.97,1992,1
T V S Motor Co. Ltd.,6.45,2.99,4.58,2.73,19.82,12.54,18.06,13955.1,0.83,0.45,0.37,19.88,20.2,140,36.27,86600.7,57291.5,46202.22,4424.1,13.87,56.9,-10.13,1992,1
T V S Motor Co. Ltd.,5.85,3.22,4.69,3.17,22.73,15,22.35,16138.4,0.77,0.38,0.59,20.99,21.47,190,34.98,107450.2,64796.9,125327.98,5189.8,14.37,59.15,-11.77,1992,1
T V S Motor Co. Ltd.,7.59,4.01,6.06,4.09,27.48,18.29,28.02,18689.3,0.6,0.28,0.48,0,0,250,16.72,120909.2,75040,153322.49,4942.3,16.47,68.41,-17.85,1992,1
Tata Chemicals Ltd.,32.79,9.43,21.58,9.68,9.31,5.53,9.46,19033.4,0.93,0.71,0.6,1.5,1.26,50,65.92,14708.9,25743.1,6891.36,24.93,116.28,65.88,289.77,1939,1
Tata Chemicals Ltd.,30.34,8.23,19.07,6.31,7.4,3.36,5.52,15236.5,1.11,0.94,0.7,1.49,1.35,50,47.46,13971.4,25771.2,7898.43,86.81,103.33,59.7,285.18,1939,1
Tata Chemicals Ltd.,26.99,10.16,15.46,10.11,12.5,6.89,10.99,16223.4,0.72,0.55,0.5,3.29,2.75,55,23.76,16140.8,25794.8,11046.05,24.93,63.76,60.33,183.36,1939,1
Tata Chemicals Ltd.,20.05,7.98,12.29,5.96,12.07,6.14,8.8,20322,0.9,0.61,0.38,2.44,2.33,55,18.65,26338.8,27930.7,22954.66,55.48,42.04,51.59,82.75,1939,1
Tata Chemicals Ltd.,19.35,10.54,13.42,9.56,16.91,9.97,15.15,19961.6,1.06,0.79,0.66,2.75,2.64,65,14.27,30989.7,32409.7,32604.18,1365,53.12,71.84,102.27,1939,1
Tata Chemicals Ltd.,18.66,9.37,11.5,8.81,16.99,9.5,15.85,21606.8,0.62,0.35,0.67,2.21,2.51,70,44.28,36395.8,38100.6,56733.32,10.5,55.32,68.01,97.98,1939,1
Tata Chemicals Ltd.,19.64,10.31,12.72,9.8,19.53,11.91,18.44,23891.4,1.06,0.76,0.44,1.89,2.63,80,11.77,41246.6,42369.1,44580.02,12,58.66,72.97,82.24,1939,1
Tata Chemicals Ltd.,27.71,19.43,21.82,19.1,31.85,19.87,31.15,35711.5,1.14,0.7,0.66,1.59,1.88,90,67.11,42085.7,50209.7,65676.23,96.87,58.97,100.03,64.15,1939,1
Tata Chemicals Ltd.,15.63,5.18,6.52,4.63,12.17,5.97,10.8,38593,0.91,0.66,0.95,1.09,1.53,90,27.44,85380.1,67169.1,33252.95,3250,36.18,72.09,34.12,1939,1
Tata Chemicals Ltd.,19.27,7.53,9.95,7.31,10.68,5.69,10.31,42829.6,1.42,0.99,0.69,1.63,1.99,90,24.12,55148,76694.8,79666.43,10168,53.9,150.17,18.76,1939,1
Tata Chemicals Ltd.,15.18,6.22,8.62,5.66,9.05,4.93,8.16,47406.8,1.32,0.86,0.63,0.66,0.81,100,23.35,63540.7,82924.8,86661.72,25864.5,38.67,83.1,46.99,1939,1
Tata Chemicals Ltd.,16.39,6.93,9.67,7.27,12.12,7.66,12.67,49355.1,1.14,0.73,0.68,0.69,1.87,100,21.88,81391.4,84139.4,88171.15,22025.7,50.66,82.8,65.37,1939,1
Tata Chemicals Ltd.,17.61,7.17,9.44,6.82,12.56,7.03,11.89,53045.4,1.06,0.81,0.7,0.33,0.52,100,45.39,85651.7,93177.9,82031.52,10730,85.72,103.99,85.17,1939,1
Tata Chemicals Ltd.,14.04,4.74,6.76,3.95,7.94,4.03,6.51,56796.3,1.19,1.01,0.53,0.11,0.78,100,45.68,88994,103226.8,73121.42,17355.1,101.09,76.09,108.3,1939,1
Tata Chemicals Ltd.,13.5,6.06,7.61,5.58,10.9,6.7,10,60253.4,1.26,0.86,0.45,0.11,0.99,125,42.21,103006.6,112653.9,112799.71,17394,87.45,68.91,114.92,1939,1
Tata Chemicals Ltd.,11.32,6.09,7.39,6.59,10.5,6,8.95,66498.9,1.46,1.03,0.53,0.15,0.6,100,45.65,84695,119261.8,95145.1,15405.6,110.22,94.18,183.04,1939,1
Tata Communications Ltd.,33.7,21.94,22.67,21.02,27.87,26.22,26.23,65887.5,2.19,2.19,0,65.22,60.02,500,1.05,72994.2,83233.9,83405.25,17394,113.66,123.05,743.81,1986,1
Tata Communications Ltd.,32.65,19.77,23.13,19.39,24.19,22.48,23.59,50439.8,2.02,2.02,0.11,63.75,58.72,875,31.85,65099.8,81232.4,53373.38,17000,99.88,150.39,420.6,1986,1
Tata Communications Ltd.,29.75,16.2,20.73,16.32,14.73,13.61,14.81,55504.2,2.57,2.57,0.06,62.71,59.17,85,27.11,45402.8,76390.2,20897.62,20402.4,105.02,185.06,-80.04,1986,1
Tata Communications Ltd.,21.12,10.67,14.93,7.25,7.05,4.39,4.61,50669.3,1.88,1.88,0.04,43.6,41.74,45,32.47,31680.5,63602.9,58425,6314.7,91.97,230.04,-138.07,1986,1
Tata Communications Ltd.,35.87,19.15,28.49,17.63,13.88,12.34,12.55,53890.6,1.96,1.96,0,42.25,49.42,60,31.01,33030.4,58341.9,52860.38,14608.1,70.72,222.29,-116.18,1986,1
Tata Communications Ltd.,28.08,11.88,20.82,9.33,8.14,6.13,6.2,57836.1,1.15,1.15,0.02,44.68,42.43,45,170.46,37911.7,57930.4,134170.88,127.11,72.58,187.04,176.67,1986,1
Tata Communications Ltd.,29.9,11.79,21.62,9.42,7.54,5.72,5.86,61160.7,1.17,1.17,0.03,46.28,44.24,45,180.67,37573.2,61510,114527.25,13410.9,96.2,169.73,19.94,1986,1
Tata Communications Ltd.,24.51,8.78,19.18,7.78,4.72,3.83,4.13,65473.4,0.91,0.9,0.13,30.51,29.85,45,74.16,32833,64402.7,146304.75,88.28,131.68,206.17,93.79,1986,1
Tata Communications Ltd.,34.19,11.89,25.73,13.72,7.73,7.14,8.88,67980.5,1.03,1.03,0.36,23.08,21.51,45,114.81,37494.3,71781.4,147423.38,12311.4,135.67,314.92,-66.16,1986,1
Tata Communications Ltd.,38.48,12.12,20.85,-3.5,6.86,-1.23,-1.68,72807.8,1.38,1.38,0.36,24.06,20.86,0,108.77,32180.4,77635.8,79956.75,6632.6,128.71,383.82,-210.75,1986,1
Tata Communications Ltd.,28.2,4.27,19.06,2.37,2.28,0.92,1.24,68990,0.62,0.6,0.32,23,23.26,20,175.21,36129.1,81014.8,68100.75,12311.4,74.94,252.46,-26.05,1986,1
Tata Communications Ltd.,28.02,4.01,18.64,3.58,2.42,1.72,2.15,70460.7,0.54,0.5,0.19,24.65,24.27,20,205.01,40917.7,87978.6,64260.38,8250,78.42,231.52,-105.93,1986,1
Tata Communications Ltd.,31.34,9.53,24.64,5.56,6.49,3.16,3.63,73778.8,0.94,0.93,0.1,25.04,25.76,30,247.87,44161.2,97076.7,66668.62,6250,84.88,212.61,-86.97,1986,1
Tata Communications Ltd.,33.2,10.51,22.44,6.25,7.04,3.59,3.99,77610.5,0.92,0.91,0.12,25.01,24.96,45,253.71,43764,109157,87359.62,2100,81.13,214.57,-47.98,1986,1
Tata Communications Ltd.,34.14,13.14,25.61,9.48,8.45,5.31,5.81,81618.5,0.86,0.85,0.07,19.64,19.69,55,251.12,43193.5,112966.8,120091.88,1550,78.41,223.87,-72.89,1986,1
Tata Communications Ltd.,31.87,7.02,18.98,3.29,4.47,1.87,2.01,88544.8,0.73,0.73,0.07,19.33,17.18,43,74.53,48862.1,107728.3,108093.38,1550,74.89,186.24,31339.49,1986,1
Tata Global Beverages Ltd.,20.5,11.1,12.59,10.21,11.75,8.25,10.71,8751.2,1.19,0.51,0.27,7.43,7.39,90,3.69,8244.4,10780.4,13169.5,8460.2,36.71,137.53,129.79,1962,1
Tata Global Beverages Ltd.,17.77,8.69,10.69,7.5,7.91,5.4,6.74,9447.9,1.2,0.77,0.23,10.83,11.07,70,2.65,7628.2,11446.1,9532.08,7137.4,34.72,129.89,97.68,1962,1
Tata Global Beverages Ltd.,19.61,8.46,11.76,7.02,7.59,5.01,6.2,9157.8,0.77,0.35,0.25,13.04,15.98,70,3.26,7484.3,11375.8,10655.07,5793.1,31.79,113.97,73.78,1962,1
Tata Global Beverages Ltd.,19.53,10.69,12.88,9.92,9.79,7.34,8.99,9534,1.07,0.56,0.21,11.24,13.87,85,5.85,7775.3,11442,18624.23,0,22.85,106.86,87.84,1962,1
Tata Global Beverages Ltd.,20.74,13.4,15.09,13.44,13.24,11.06,13.26,9925.9,1.16,0.57,0.19,10.96,13.46,100,8.11,8932.7,11848.7,29429.69,0,15.07,94.3,81.35,1962,1
Tata Global Beverages Ltd.,24.51,17.09,18.04,14.13,17.82,11.67,14.08,10996.1,0.61,0.21,0.22,16.02,17.52,120,4.98,9710.1,12667.8,48766.51,2100,16.68,116.04,57.14,1962,1
Tata Global Beverages Ltd.,32.03,23.66,24.82,22.92,23.36,16.05,22.4,15138.3,0.27,0.1,0.52,15.37,13.88,150,0.56,10563.8,15553.8,35866.54,8787.8,21.61,107.34,47.61,1962,1
Tata Global Beverages Ltd.,32.09,21.5,21.32,10.67,19.05,5.64,8.31,17597.6,0.92,0.8,0.43,12.78,14.59,350,1,11364.5,20216.5,51051.89,15042.8,22.23,106.82,24.34,1962,1
Tata Global Beverages Ltd.,21.64,10.24,9.94,9.86,9.07,6.06,8.66,17651.1,0.92,0.74,0.43,10.1,15.66,175,0.99,13633.5,24546.3,36182.5,8307.6,22.17,96.79,30.26,1962,1
Tata Global Beverages Ltd.,27.29,18.67,18.74,18.41,20.52,15.16,20.13,20530.3,0.99,0.74,0.24,9.55,11.45,200,3.09,17056.2,27956.3,60555.13,8787.8,23.38,82.99,56.1,1962,1
Tata Global Beverages Ltd.,14.75,9.27,9.14,9.2,8.94,7.09,8.83,20316,1.09,0.77,0.25,9.08,11.59,200,3.25,18003.7,29189.1,60448.46,3250,23.17,57.08,91.22,1962,1
Tata Global Beverages Ltd.,18.78,13.37,13.38,15.11,14.38,13.4,16.16,21647.1,1.17,0.78,0.17,8.21,9.43,215,3.45,20268.8,30979.5,69384.32,3250.3,18.27,35.38,103.99,1962,1
Tata Global Beverages Ltd.,15.48,10.41,9.9,9.63,11.62,8.91,10.65,22751.7,0.96,0.59,0.22,7.39,9.26,215,6.18,23143.8,32635.9,79108.64,0,16.57,28.31,115.9,1962,1
Tata Global Beverages Ltd.,22.17,14.81,14.04,8.21,19.09,8.17,9.8,25293.8,1.16,0.74,0.18,7.9,11.44,225,1.52,26731,36022.6,92759.79,3250,16,28.9,120.52,1962,1
Tata Global Beverages Ltd.,16.92,9.61,7.61,7.21,11.88,7.31,8.67,24553.6,1.55,0.24,0.19,7.31,10.39,225,3.34,28605,38769,92110.47,3250,13.97,25.35,129.18,1962,1
Tata Global Beverages Ltd.,15.33,7.25,8.01,7,8.2,6.76,7.87,30273.6,1.63,0.45,0.14,8.01,10.08,225,3.18,29868.5,39606.6,76445.59,0,13.17,28.72,150.33,1962,1
United Breweries Ltd.,5.03,-3.34,-2.47,-5.08,27.27,-6.71,1.03,319.6,0.34,0.25,4.97,0.06,0.06,15,336.69,2735.4,3089.4,234434.37,18,30.99,1147.42,65.46,1999,1
United Breweries Ltd.,9.72,0.28,2.23,-0.01,4.38,-0.03,-0.18,336.1,0.31,0.23,4.8,0.05,0.04,0,418.49,5067.6,3836.4,1265.26,1500,51.01,288.86,-173.28,1999,1
United Breweries Ltd.,9.97,0.48,2.43,0.9,7.92,1.66,14.93,364.2,0.27,0.19,10.98,0,0,0,376.14,5584.1,4567.3,1724.14,18,53.89,241.06,-126.56,1999,1
United Breweries Ltd.,13.13,2.08,4.81,-0.35,37.49,-0.48,-6.2,382.9,0.33,0.23,12.87,0.04,0.04,3567.2,230.75,6318.8,5809.3,6986.56,1500,52.63,200.22,-82.05,1999,1
United Breweries Ltd.,11.57,2.1,7.69,5.24,13,7.49,32.41,2602.2,0.92,0.72,1.92,0.07,0.07,22.5,19.18,9061.4,7375.8,32297.59,40.98,46.57,133.35,32.43,1999,1
United Breweries Ltd.,11.36,4.31,6.2,3.68,22.8,6.15,19.34,2608,0.83,0.64,2.33,0.04,0.04,25,84.24,14818,9976.7,57575.57,189.47,42.88,62.98,68.31,1999,1
United Breweries Ltd.,10.06,3.11,6.41,3.01,18.51,5.54,17.89,2908.8,0.73,0.55,2.15,0.03,0.03,0,64.71,19802.8,13390.3,40302.9,40.98,50.17,60.66,74.85,1999,1
United Breweries Ltd.,10.73,2.49,5.72,2.29,10.42,4.04,9.58,7777.3,1.5,1.2,1.03,0.04,0.04,30,33.91,24604.5,17728.5,21382.3,1500,59.57,51.96,89.22,1999,1
United Breweries Ltd.,9.76,3.2,6.11,3.03,11.1,5.2,10.51,8724.1,1.35,1.08,1.01,0.03,0.03,36,29.02,29558.1,21856.8,46083.26,160.56,67.76,54.77,110.95,1999,1
United Breweries Ltd.,9.42,3.17,6.61,3.06,15.02,7.28,14.49,10207.9,1.15,0.74,0.98,0.04,0.04,60,10.35,46045,28784.3,122257.93,2747.2,45.95,68.77,80.56,1999,1
United Breweries Ltd.,8.6,2.15,5.07,1.67,10.81,4.41,8.35,12707.5,1.05,0.64,0.83,0.03,0.03,70,20.48,58012.3,36655.2,142825.05,4028,39.14,76.51,76.28,1999,1
United Breweries Ltd.,8.28,2.62,5.3,2.2,12.63,5.59,10.58,14163.9,1.15,0.76,0.96,0.03,0.03,70,22.72,65319,45157.5,184594.45,7432,42.81,58.77,117.59,1999,1
United Breweries Ltd.,8.47,3.1,5.84,3,14.71,7.58,14.2,16099.6,1.07,0.71,0.8,0.04,0.04,90,32.98,72618.4,51227.6,217532.73,5275.4,45.23,42.4,154,1999,1
United Breweries Ltd.,8.02,3.13,5.44,2.98,14.91,8.79,14.19,18090.1,1.08,0.68,0.45,0.06,0.06,100,28.11,82495.8,56296,264775.32,5115.6,43.2,47.77,132.52,1999,1
United Breweries Ltd.,8.72,3.05,5.52,2.75,14.91,9.48,13.38,21102.4,1.03,0.66,0.38,0.05,0.04,115,32.61,96400,62709.3,218312.72,2579.5,40.52,57.67,111.44,1999,1
Voltas Ltd.,6.53,0.62,2.41,-0.63,5.3,-2.31,-5.34,953.5,0.88,0.36,1.36,3.78,4.55,12,120.96,8601.3,8354.8,1315.27,21.9,80.49,111.21,114.57,1954,1
Voltas Ltd.,8.48,1.63,5.05,-4.24,14.41,-17.72,-35.29,1328.9,0.92,0.68,0.72,4.92,4.81,18,276.56,9429.7,8448.9,1618.85,0,86.39,138.21,65.56,1954,1
Voltas Ltd.,6.1,1.98,4.52,0.91,17.82,4.87,8.06,1507.8,1,0.79,0.6,2.56,4.47,25,166.79,12423.8,9639.3,1699.09,342.8,88.95,121.68,50.17,1954,1
Voltas Ltd.,6.2,2.76,5.6,-0.44,22.88,-2.32,-3.5,1850,0.98,0.75,0.44,4.61,4.59,30,229.85,13419.6,10651.4,3840.74,0,98.93,149.35,45.91,1954,1
Voltas Ltd.,6.78,3.38,5.38,2.05,26.36,10.56,15.8,1905.6,1.08,0.76,0.55,5.34,5.39,50,132.99,14495.5,11864.2,7565.68,21.9,96.28,113.15,108.8,1954,1
Voltas Ltd.,5.79,3.53,3.87,1.12,32.41,7.1,10.01,2334.2,1.02,0.67,0.3,1.86,4.8,60,63.69,19142.5,13581.9,33357.32,387.06,76.81,88.19,143.94,1954,1
Voltas Ltd.,10.93,7.09,9.03,6.43,59.82,42.94,53.58,3745.9,1.07,0.61,0.22,2.11,4.26,100,39.73,24648.7,16676.5,28050.75,0,65.62,75.29,73.09,1954,1
Voltas Ltd.,10.5,6.58,7.21,5.65,45.34,33.8,38.58,5333.7,1.2,0.75,0.09,2.21,4.8,135,39.67,30862.2,21139.9,59162.19,21.9,61.19,100.84,155.3,1954,1
Voltas Ltd.,9.5,6.01,6.5,5.19,39.86,29.99,34.15,7220.1,1.15,0.65,0.18,4.72,4.77,160,33.55,40702.9,27777.3,15270.33,10.5,63.55,107.18,153.54,1954,1
Voltas Ltd.,11.66,7.4,7.56,6.28,39.93,30.8,33.43,9875,1.27,0.97,0.02,6.16,6.16,200,32.24,45188.1,33755.7,58525.24,63.2,70.12,123.65,129.45,1954,1
Voltas Ltd.,11.05,6.67,7.35,5.76,31.19,25.38,26.65,12592.5,1.33,0.97,0.07,5.36,5.52,200,28.41,51816.9,40302.5,60270.66,79.19,67.93,112.55,96.55,1954,1
Voltas Ltd.,4.94,2.79,3.22,5.69,11.53,20.78,22.92,13530.5,1.36,0.97,0.13,2.42,2.73,160,140.75,52055.5,43780.1,37108.72,18.02,76.86,126.53,73.91,1954,1
Voltas Ltd.,5.19,3.08,3.61,4.12,12.65,14.74,16.76,14748.4,1.36,0.97,0.14,0.8,1.02,160,28.14,56165,47407.5,24948.71,90.57,79.61,119.61,100.34,1954,1
Voltas Ltd.,6.03,3.47,3.82,3.21,12.05,9.79,11.07,15891.3,1.41,1.06,0.12,1.39,2.33,185,25.78,51857.8,48075.2,53247.63,98.41,89.46,141.22,88.12,1954,1
Voltas Ltd.,9.09,6.02,6.48,5.68,19.55,16.44,17.61,18311.9,1.36,1.02,0.03,0.77,1.91,225,22.74,52184.3,49162,92515.37,15.5,87.68,139.49,83.66,1954,1
Voltas Ltd.,10.16,6.47,6.89,5.86,17.39,14.96,15.61,21696.8,1.42,1.16,0.05,0.84,2.48,260,31.79,51963.6,49816.2,91828.79,163.54,85.83,136.2,14.1,1954,1
Indraprastha Gas Ltd.,22.53,5.28,11.64,2.74,1.72,0.69,0.87,1416.3,1.98,1.96,0.18,0,0,60,0,279.1,778.9,3268,21,23.41,352.18,43.38,1998,1
Indraprastha Gas Ltd.,24.6,4.96,19.54,4.38,4.52,3.08,3.96,1470,0.47,0.4,0.39,0,0.11,0,5.54,1286.6,1187.4,13721.2,112.92,13.99,185.16,72.14,1998,1
Indraprastha Gas Ltd.,34.92,15.13,27.6,15.23,31.73,22.73,31.88,1932.6,0.32,0.28,0.41,0,0.04,5,1.74,3543.5,2311.1,48766.51,50.22,8.33,172.73,347.75,1998,1
Indraprastha Gas Ltd.,35.67,16.42,26.6,15.16,36.94,25.45,33.58,2517.7,0.56,0.48,0.25,0,0,15,0.68,4918.1,3588.3,44580.02,43.32,7.3,132.26,470.65,1998,1
Indraprastha Gas Ltd.,35.96,17.29,25.61,16.52,32.85,26.01,31.09,3124.7,0.67,0.58,0.15,0,0.01,20,0,5282.2,4793.5,13587.02,5543.4,7.43,97.57,462.26,1998,1
Indraprastha Gas Ltd.,35.72,17.26,25.82,17.17,30.71,28.52,30.5,3786.9,0.81,0.74,0,0,0,25,0.6,6096.3,5653.5,20373.52,773.1,8.92,80.78,462.12,1998,1
Indraprastha Gas Ltd.,36.81,19.06,26.51,18.92,32.61,32.33,32.33,4633.7,0.87,0.81,0,0.01,0.01,30,0.49,7137.8,6644.6,13954.52,3250,9.66,78.69,428.91,1998,1
Indraprastha Gas Ltd.,38.68,20.76,27.32,20.69,33.42,33.24,33.24,5732.6,1.33,1.28,0,0,0,40,0.62,8169.3,7959,18434.52,49.2,9.29,80.03,394.79,1998,1
Indraprastha Gas Ltd.,33.05,17.32,23.61,17.13,27.38,27.01,27.01,6810.4,1.25,1.21,0,0,0,40,1.1,9697.7,9634.3,15270.52,3250,10.31,62.85,364.69,1998,1
Indraprastha Gas Ltd.,32.59,17.33,23.71,17.24,28.56,28.39,28.39,8240.5,0.97,0.93,0,0,0,45,0.49,12226.4,11788.1,30408.03,1550,9.82,64.66,344.51,1998,1
Indraprastha Gas Ltd.,25.62,13.14,19.14,13.05,28.4,23.68,28.17,10025.5,0.59,0.47,0.35,0,0,50,0.31,19689.6,15884.7,41895.05,2375,10.06,43.96,386.26,1998,1
Indraprastha Gas Ltd.,22.97,10.86,16.86,10.84,27.45,19.6,27.38,12281.2,0.49,0.43,0.44,0,0,50,0.77,28124.5,21515.5,53070.56,3375,13.3,34.95,458.53,1998,1
Indraprastha Gas Ltd.,20.65,9.47,15.05,9.5,26.02,19.1,26.09,14879.2,0.71,0.66,0.31,0,0,55,0.24,37263.9,28001.2,38682.04,3031.3,15.15,28.95,688.17,1998,1
Indraprastha Gas Ltd.,18.54,8.29,13.63,8.29,22.13,17.7,22.11,17560.6,0.88,0.84,0.2,0,0,55,0.21,43241.6,33461,41755.05,2875.1,16.85,24.14,608.25,1998,1
Indraprastha Gas Ltd.,20.27,10.69,15.09,10.67,22.67,20.04,22.62,20927.7,0.88,0.83,0.07,0,0,60,0.17,40596.4,36552.2,58723.07,1453.1,20.48,26.31,545.23,1998,1
Indraprastha Gas Ltd.,19.67,10.24,15.02,10.25,18.16,17.63,18.18,25006.5,1.14,1.05,0,0,0,60,0.1,40642.1,37758.8,79733.59,4799.3,21.92,24.97,642.05,1998,1
Mindtree Ltd.,1.67,-5.73,0.55,-5.33,-12.38,-9.36,-11.51,340.3,1.63,1.63,0.4,83.45,81.47,0,0,656,404.2,1614.2,259,62.18,585.07,-522.9,1999,1
Mindtree Ltd.,-7.72,-25.57,-11.17,-25.58,-83.85,-29.53,-83.89,140.8,4.34,4.34,5.33,89.5,81.92,0,0,721.8,570.2,7383,49.2,93.98,312.86,-218.88,1999,1
Mindtree Ltd.,19.47,11.9,18.05,12.2,15.5,10.1,-13.58,1287.8,1.71,1.71,0.6,88.45,87.18,60,0.11,4487.9,1758.2,1699.09,322.7,472.21,74.7,-1.05,1999,1
Mindtree Ltd.,19.79,15.07,18.54,15.07,31.92,26.97,31.94,4354.8,3.83,3.83,0.06,93.75,92.61,20,0,5903.5,3509.9,30973.72,1453.1,77.07,194.59,-117.52,1999,1
Mindtree Ltd.,20.39,13.66,17.73,13.54,21.49,18.96,21.26,5340.2,2.52,2.52,0.17,93.08,89.57,20,0.12,7338.4,5758,12680.63,6632.6,78.13,208.86,-130.73,1999,1
Mindtree Ltd.,27.61,2.94,7.77,2.78,5.64,4.35,5.32,5303.7,0.96,0.96,0.28,93.66,92.95,10,1.1,10125.7,7803.4,8033.45,16558.8,75.97,124.6,-48.63,1999,1
Mindtree Ltd.,24.25,15.82,21.18,15.57,35.38,30.68,34.7,6460,1.7,1.7,0.01,93.69,88.01,30,5.14,12337,9613.7,23364.29,582.3,68.3,85.28,-16.98,1999,1
