Company.Name,PBDITA.as...of.total.income,PAT.as...of.total.income,Cash.profit.as...of.total.income,Net.profit.margin,PAT.as...of.net.worth,Return.on.capital.employed,Return.on.net.worth,Tangible.net.worth,Current.ratio..times.,Quick.ratio..times.,Debt.to.equity.ratio..times.,Export...Sales....,Total.forex.earnings...Total.income....,Dividend.rate,Contingent.liabilities...Net.worth....,Sales,Size,Market.Capitalisation,Long.term.borrowings.excl.current.portion,Debtor.days..days.,Creditor.days..days.,Net.working.capital.cycle..days.,Year,Target
Alok Industries Ltd.,17.54,6.6,9.8,6.71,23.85,7.05,35.4,1831.4,1.51,0.77,2.47,3.59,3.59,10,16.23,5678.2,5004.6,370.04,13599.9,105.1,58.9,202.92,1986,0
Alok Industries Ltd.,17.68,5.29,9.89,5.95,19.62,6.65,36.67,2492.7,1.46,0.75,2.2,2.99,2.99,10,7.31,8015.1,6776.8,850.61,12400.5,103.41,58.45,195.52,1986,0
Alok Industries Ltd.,18.41,6.18,11,6.03,24.64,6.83,43.84,3276.5,1.55,1.16,2.75,8.31,8.26,10,14.45,11431.4,9467.5,4530.65,15405.6,112.39,64.35,197.58,1986,0
Alok Industries Ltd.,19.63,6.67,12.9,6.5,19.33,5.38,37.38,5980.7,3.04,2.19,2.35,20.58,20.39,12,6.77,13293.5,13270.6,8208.55,31481.5,115.53,45.36,186.59,1986,0
Alok Industries Ltd.,22.33,7.28,14.95,7.2,15.58,4.31,31.98,8075.3,2.37,1.74,2.74,24.6,24.32,12,3.65,14864.8,18343.4,11613.3,41529.5,93.65,55.37,174.42,1986,0
Alok Industries Ltd.,26.79,8.21,16.35,8.03,17.99,4.35,35.81,10244.4,2.02,1.54,3.26,31.75,30.31,14,6.05,19153.1,25381.8,9719.72,32830.3,86.32,52.79,159.34,1986,0
Alok Industries Ltd.,30.28,7.26,15.49,7.8,16.18,3.41,34.53,13781.4,1.96,1.39,4.03,41.18,35.66,12,1.6,23528.9,37116.9,10659.61,53361.2,89.96,71.54,195.98,1986,0
Alok Industries Ltd.,32.08,5.81,14.93,5.74,11.82,2.39,30.37,17062.2,1.66,1.01,3.76,30.83,30.08,7.5,17.14,31541.6,49745.5,7540.94,52166.4,86.76,67.35,170.83,1986,0
Alok Industries Ltd.,31.04,5.38,14.66,7.08,11.06,3.32,30.17,26671.8,1.93,1.16,3.13,31.79,31.41,2.5,10.48,45208.8,66394.3,17489.12,50199,80.49,39,218.97,1986,0
Alok Industries Ltd.,31.72,5.99,14.73,5.98,13.91,3.34,34.23,30546.7,0.95,0.49,3.18,30.64,30.09,2.5,14.94,66335.7,83760.2,17449.42,60514,78.56,34.65,202.55,1986,0
Alok Industries Ltd.,33.5,4.02,12.41,3.74,11.27,2.4,34.82,36169.7,1.1,0.46,3.5,29.87,29.23,3,33.01,92669.8,109422.7,16194.88,70130.6,77.26,28.81,211.08,1986,0
Alok Industries Ltd.,29.68,4.4,12,4.35,18.08,4.3,49.3,50615.9,1.3,0.58,3.15,22.71,22.33,3,59.69,205581.2,147574.9,11292.35,90854.7,89.45,42.25,194.36,1986,0
Alok Industries Ltd.,24.19,1.54,8.87,1.52,6.44,1.65,37.22,54018.6,1.41,0.64,2.87,15.62,15.47,0,33.18,225003.1,186782.6,8951.25,72235,122.74,67.24,336.35,1986,0
Alok Industries Ltd.,24.19,1.54,8.87,1.52,6.44,1.65,37.22,54018.6,1.41,0.64,2.87,15.62,15.47,0,33.18,225003.1,186782.6,10192.15,72235,122.74,67.24,336.35,1986,0
Alok Industries Ltd.,10.43,-34.35,-14.48,-35.09,-71.01,-17.69,-29.94,64211.6,1.06,0.52,3.26,9.42,9.2,0,15.89,119522,222172.6,6225.48,79979.6,228.52,79.68,469.02,1986,0
Amtek Auto Ltd.,30.76,11.51,20.53,11.66,18.31,9.8,32.65,950.2,1.79,0.89,0.9,0,0,20,0.92,1399.1,1347.2,2335.21,31481.5,58.76,21.37,119.86,1988,0
Amtek Auto Ltd.,27.01,7.67,18.63,7.26,14.39,6.87,34.95,1436.7,1.96,0.82,1.02,0,0,20,0.79,2219.8,1951.5,3288.79,51916.5,47.56,16.26,120.08,1988,0
Amtek Auto Ltd.,24.63,10.22,18.17,10.22,22.96,11.95,40.8,2258.8,2.78,1.16,0.86,0,0,20,0.9,4139.4,2838.7,2990.52,28104.2,36.21,10.21,100.92,1988,0
Amtek Auto Ltd.,23.13,10.21,17.93,10.21,21.1,11.18,37.05,2676.9,2.46,1.38,0.91,15.18,15.14,50,0.56,5086.8,4063.2,6091.05,29002.6,45.82,11.88,101.43,1988,0
Amtek Auto Ltd.,26.27,13.84,22.85,13.84,18.61,8.87,30.73,7303.5,9.6,8.28,1.17,24.53,23.97,70,0.11,6555.3,7060.2,16409.27,21439.3,50.72,10.44,108.26,1988,0
Amtek Auto Ltd.,32.46,18.27,28.17,18.27,15.98,7.2,24.63,13168.1,9.63,8.83,1.25,30.62,30.96,100,0.03,8825.8,12457.9,37902.16,46214.6,46.2,13.64,110.13,1988,0
Amtek Auto Ltd.,34.48,19.72,29.38,19.61,15.71,7.91,23.4,16848.6,2.77,2.16,0.76,31.7,32.79,150,0.05,11168.9,18007.7,47070.78,46214.6,44.31,16.93,96.3,1988,0
Amtek Auto Ltd.,33.69,18.34,25.12,17.86,12.8,6.59,17.54,23967.2,5.59,4.64,0.97,34.42,32.37,25,0.01,12827,24778,36073.1,27348.6,59.06,17.21,117.66,1988,0
Amtek Auto Ltd.,33.89,12.74,23.17,12.56,6.1,2.81,11.1,25927.1,3.6,2.69,1.29,15.6,14.91,25,0.01,10524.5,30565,10447.59,21439.3,98.72,23.82,216.83,1988,0
Amtek Auto Ltd.,34.53,10.04,21.74,9.3,4.43,2.1,9.6,38602.2,3.36,2.4,0.7,8.36,7.83,50,0.01,12777,37222.3,37416.01,29002.6,91.88,23.95,215.18,1988,0
Amtek Auto Ltd.,23.87,4.17,13.66,13.7,2.01,3.81,6.59,42657.6,4.53,2.47,0.77,7.73,7.59,50,0.4,19131.8,43101.5,32650.8,28961.3,73.66,19.69,182.93,1988,0
Amtek Auto Ltd.,33.22,11.88,20.51,11.91,6.74,3.67,11.64,43833.2,1.05,0.41,0.91,6.6,6.21,25,0.43,23106.6,50711,29486.46,27348.6,80.44,21.37,185.15,1988,0
Amtek Auto Ltd.,34.38,13.59,23.8,8.2,9.82,2.57,17.19,47978.4,1.31,0.8,1.41,9.38,8.54,25,31.17,30193.8,61429.2,13959.13,53361.2,73.32,18.61,166.93,1988,0
Amtek Auto Ltd.,31.17,8.08,20.03,7.97,6.51,2.6,16.13,51335.9,0.78,0.38,1.52,6.31,6.23,25,16.06,39506.8,74626.6,34804.9,52166.4,69.52,16.83,176.78,1988,0
Amtek Auto Ltd.,28.65,-2.94,8.6,-7.39,-2.26,-2.04,6.61,50887.1,0.66,0.22,1.83,7.69,7.33,0,32.91,37475.8,88500.6,31979.15,61547.5,86.69,14.53,229.54,1988,0
Amtek Auto Ltd.,16.94,-48.85,-25.89,-46.12,-15.57,-4.9,-8.25,43969.3,0.53,0.18,2.18,11.62,11.59,0,35.74,15078.7,96220.7,6821.33,56202.9,212.79,40.52,602.71,1988,0
Bhushan Steel Ltd.,17.18,4.29,10,4.3,9.81,4.34,22.83,4810.2,1.39,0.85,1.28,6.59,6.58,10,72.7,10583.8,10270,614.54,135207.8,83.74,60.73,106.91,1983,0
Bhushan Steel Ltd.,16.35,3.52,9.62,3.52,8.61,3.75,23.54,4512.4,1.21,0.8,1.32,10.08,10.08,5,82.96,11391.9,11329.2,512.11,185074.2,87.02,57.58,107.02,1983,0
Bhushan Steel Ltd.,13.48,1.66,10.57,4.2,4.43,4.58,28.19,4990.2,1.07,0.56,1.56,23.79,23.69,5,72.13,12625.6,12521.8,981.44,145865,78.63,50.24,115.97,1983,0
Bhushan Steel Ltd.,15.7,5.13,11.6,5.24,16.6,6.6,37.53,5886.8,1.12,0.58,1.58,22.28,22.1,10,50.89,17453.1,14843,2456.63,164115.7,63.22,57.21,100.41,1983,0
Bhushan Steel Ltd.,14.34,5.33,11.04,5.33,23.25,8.58,48.1,7306,1.39,0.58,1.8,36.65,36.56,25,44.05,28679.1,19829.9,8369.54,185454.4,44.24,49.64,72.22,1983,0
Bhushan Steel Ltd.,13.35,5.01,10.12,4.92,19.02,6.1,38.46,8913.9,1.39,0.8,2.28,32.75,32.59,25,63.67,30703.8,26190.8,7606.37,185454.4,44.41,68.86,60.87,1983,0
Bhushan Steel Ltd.,16.61,7.32,12.64,6.4,29.72,7.35,51.36,12134.6,1.31,0.71,2.67,36.33,35.65,25,22.51,42020.5,36176.3,21815.57,185454.4,41.08,63.67,49.55,1983,0
Bhushan Steel Ltd.,19.24,8.93,14.59,8.52,29.84,6.82,48.77,16247.9,1.25,0.59,3.52,26.91,26.55,25,8.63,46727.4,49768.9,28150.22,185074.2,45.35,89.05,59.72,1983,0
Bhushan Steel Ltd.,20.61,7.76,13.78,7.75,23.02,4.71,40.87,20339.7,1.18,0.57,4.16,27.04,26.96,25,2.34,54095.5,68028.4,16916.46,176031.6,42,93,70.48,1983,0
Bhushan Steel Ltd.,25.85,13.82,19.22,13.74,28.07,6.49,39.05,39913.1,1.38,0.59,2.86,20.28,19.95,25,2.89,60030.7,90989.7,71337.53,207528,41.52,72.66,110.69,1983,0
Bhushan Steel Ltd.,27.73,13.15,18.31,13.12,20.47,5.29,28.51,58271.1,0.62,0.12,2.86,15.92,15.78,25,7.19,75762.9,123262,92981.09,109693.4,29.73,63.13,168.84,1983,0
Bhushan Steel Ltd.,29.23,9.34,15.93,9.26,15.39,3.86,26.23,73092.4,0.72,0.23,3.02,13.48,13.46,25,7.5,107926.4,167777.1,88256.11,155287.8,29.13,54.63,167.05,1983,0
Bhushan Steel Ltd.,28.35,7.69,15.32,7.67,11.18,2.71,22.27,89453.6,1.06,0.32,3.2,15.36,15.34,25.81,7.62,118000.7,220505.3,103744.11,216642.1,55.42,52.62,252.12,1983,0
Bhushan Steel Ltd.,26.05,0.58,9.93,0.59,0.69,0.15,11.73,90485,0.81,0.22,3.9,17.93,17.88,25,11.73,106005.3,268500.7,102679.13,255660.9,83.17,102.02,359.98,1983,0
Bhushan Steel Ltd.,18.83,-10.67,-2.53,-10.72,-14.93,-2.74,-3.54,77499.6,0.96,0.28,5.12,13.09,13.08,0,65.35,117351.3,302499.4,14927.32,309277.2,76.07,111.41,361.16,1983,0
Bhushan Steel Ltd.,16.49,-25.23,-18.58,-25.31,-66.72,-6.71,-49.15,22308.2,0.19,0.06,22.33,9.16,9.08,0,129.5,130887.2,334851.3,8131.88,323494,50.5,86.19,200.86,1983,0
Electrosteel Steels Ltd.,0,0,0,0,0,0,0,3100.3,26.87,26.87,0.43,0,0,0,0,2.27,2247.4,8208.55,27348.6,-120.37,2221.02,-73.35,2006,0
Electrosteel Steels Ltd.,0,0,0,0,0,0,0,6492.4,12.56,12.56,2.66,0,0,0,0,11391.9,7113,87163.76,53361.2,86.53,4434.78,-352.99,2006,0
Electrosteel Steels Ltd.,0,0,0,0,0,0,0,16657.4,0.43,0.43,1.48,0,0,0,0.95,12110.2,11777.8,32478.4,33659.8,87.06,122.81,1974,2006,0
Electrosteel Steels Ltd.,-41.74,-72.89,-60.29,-72.65,-0.33,-0.12,-0.27,20652.6,0.14,0.1,1.99,0,0,0,0.8,81.9,22186.3,16603.44,32631.5,11.36,369.1,199.73,2006,0
Electrosteel Steels Ltd.,-66.68,-221.76,-186.07,-221.52,-7.51,-2.1,-6.31,19130.3,0.22,0.07,3.21,1.4,1.39,0,1.47,671.4,33367.1,12737.44,52007.8,3.94,105.05,345.16,2006,0
Electrosteel Steels Ltd.,-36.3,-151.99,-119.93,-150.69,-15.1,-3.24,-11.91,17840.6,0.15,0.05,4.08,0,0,0,3.11,1833,43740.2,10671.27,56491.5,6.77,332.06,35.76,2006,0
Electrosteel Steels Ltd.,-3.02,-49.93,-38.33,-49.92,-17.7,-3.07,-13.58,14944,0.44,0.17,5.6,3.03,3.01,0,389.85,5805.6,52556.2,8703.21,83276,8.76,124.96,94.92,2006,0
Electrosteel Steels Ltd.,3.08,-30.46,-20.1,-30.15,-56.32,-5.91,-37.16,7150,0.38,0.11,14.37,6.69,6.67,0,765.89,20410.3,63065.1,9540.57,88972.4,12.19,33.08,105.93,2006,0
Electrosteel Steels Ltd.,13.39,-11.57,-5.24,-11.84,-45.67,-3.24,-20.69,8929.7,0.27,0.07,12.62,1.77,1.61,0,199.08,28887.6,73344.9,8070.94,81591.5,23.07,57.23,98.81,2006,0
Era Infra Engg. Ltd.,9.54,3.57,5.76,3.51,10.23,6.78,16.51,227.7,1.06,0.75,0.63,0,0,0,25.43,611.4,486.9,17.38,578.17,67.4,69.33,-1.93,1990,0
Era Infra Engg. Ltd.,8.71,1.9,4.43,2,8.25,5.03,19.23,196.7,1.17,0.72,0.84,0,0,20,48.04,916.3,588.6,28.02,5275.4,53.1,60.22,-7.12,1990,0
Era Infra Engg. Ltd.,7.58,2.3,4.19,2.31,11.22,6.52,20.47,220.5,1.17,0.82,0.63,0,0,0,61.27,1014.1,717,13.9,4223.6,62,73.03,-11.03,1990,0
Era Infra Engg. Ltd.,8.42,2.62,4.82,2.18,12.42,6.06,22.87,244.7,1.1,0.78,0.76,0,0,10,76.58,1094.7,846.4,166.82,4028,75.55,86.16,-10.61,1990,0
Era Infra Engg. Ltd.,9.72,3.46,5.19,3.04,19.24,8.45,28.87,321.9,1.11,0.77,1.17,0,0,10,1.24,1562.4,1051.7,507.3,30.05,76.45,81.74,-5.29,1990,0
Era Infra Engg. Ltd.,16.27,8.68,11.12,8.55,19.93,13.36,25.56,2402.1,1.83,1.5,0.37,0,0,20,0.66,3108.4,1967.1,5480.76,4028,82.37,65.06,17.31,1990,0
Era Infra Engg. Ltd.,19.82,10.19,12.83,10.2,29.03,10.91,36.55,3049.6,1.8,1.1,2.68,0,0,20,165.74,7630.1,5085,5895.84,41,73.1,50.02,23.09,1990,0
Era Infra Engg. Ltd.,21.53,8.1,11.73,8.42,30.55,8.25,44.27,4895.9,1.22,0.84,2.96,0,0,20,180.95,14501.5,11031.5,13721.2,2572.8,80.8,63.34,17.47,1990,0
Era Infra Engg. Ltd.,20.37,8.24,11.06,7.36,29.61,7.93,39.74,8789,0.99,0.57,1.94,0.65,0.66,20,111.75,23046.4,19485.7,10026.97,8787.8,91.89,67.12,3638.69,1990,0
Era Infra Engg. Ltd.,20.74,8.01,11.69,6.63,23.92,6.97,34.91,14570.7,1.41,0.85,1.71,0.02,0.01,20,67.95,33196.2,29622.3,39989.92,22025.7,91.14,58.17,3649.87,1990,0
Era Infra Engg. Ltd.,19.81,6.38,9.55,6.39,15.45,5.71,23.16,17376.6,1.29,0.56,1.71,0,0,20,82.17,36909.1,39274.6,34292.69,12920.6,113.12,50.68,63.52,1990,0
Era Infra Engg. Ltd.,19.44,3.67,6.89,4.02,9.12,3.45,17.11,17920.5,1.29,0.54,2.07,0,0,20,96.47,41973.6,47649.8,25055.85,15546.7,123.58,44.19,81.61,1990,0
Era Infra Engg. Ltd.,19.68,3.58,6.41,3.57,8.99,2.78,16.1,19518.7,1.32,0.63,2.36,0,0,20,49.39,45667.9,54865.7,24437.63,20402.4,145.8,41.42,106.04,1990,0
Era Infra Engg. Ltd.,7.09,-18.66,-15.64,-13.85,-29.5,-5.23,-24.71,14564.6,1.76,0.99,4.28,0,0,0,104.47,26098.5,58781.9,2427.4,41529.5,380.33,78.34,302,1990,0
Era Infra Engg. Ltd.,11.91,-37.76,-26.38,-40.11,-57.02,-8.96,-39.84,8474.4,1.78,1.07,7.99,0,0,0,218.77,16881.1,59036.9,1661.31,46214.6,743.74,143.5,1025.67,1990,0
Era Infra Engg. Ltd.,-30.15,-107.75,-91.77,-107.89,-686.06,-17.65,-584.32,-4638.3,1.28,0.78,39.47,0,0,0,2.65,12110.2,54973.1,553.77,43415.1,1075.95,155.58,1126.77,1990,0
Essar Steel India Ltd.,28.42,-12.33,-2.02,-19.86,-36.59,-9.64,-6,7435.1,0.31,0.18,6,27.62,25.42,140,365.54,25310.7,53142.4,1788.04,145865,84.36,221.64,46.07,1976,0
Essar Steel India Ltd.,-2.2,-36.38,-25.41,-26.85,-66.72,-19.5,117.96,-3276.1,0.33,0.19,0.78,18.58,18.56,5,6.53,32621.6,52980.1,1069.48,185454.4,49.97,244.99,-97.96,1976,0
Essar Steel India Ltd.,27.8,0.08,5.06,-8.68,39.17,-2.91,2590.4,3353.2,0.67,0.29,17.12,28.06,25.31,0,821.69,17648.1,56018.7,2339.49,309277.2,83.6,377.69,-25.05,1976,0
Essar Steel India Ltd.,20.45,-0.69,7.62,-2.15,-4.45,-1.45,49.24,10915.6,0.92,0.41,4.54,25.84,22.56,25,266.21,40249.7,59860.7,7012.11,118609.2,36.24,137.31,43.01,1976,0
Essar Steel India Ltd.,29.19,9.01,20.58,11.98,51.63,12.55,117.96,11945.2,1.15,0.55,4.4,31.77,33.18,3,104.24,65333.3,66906.8,27902.16,118609.2,27.55,82.69,72.94,1976,0
Essar Steel India Ltd.,24.8,7.31,16.14,4.14,35.09,3.26,77.46,18273.5,0.6,0.22,5.07,24.56,24.48,150,185.7,68508,82965.4,26093.35,145735.1,29.69,101.95,96.82,1976,0
Essar Steel India Ltd.,22.74,4.76,13.6,4.69,14.43,3.81,41.24,42214.3,0.65,0.2,1.7,32.38,33.9,82.5,25.39,90045.3,103666.1,42116.01,164115.7,22.62,128.22,60.6,1976,0
Essar Steel India Ltd.,20.1,3.55,12.09,3.7,9.73,4,33.12,45705.1,0.59,0.15,1.37,24.92,26.72,0,76.7,119179.9,124485.4,59042.2,164115.7,14,122.81,46.96,1976,0
Essar Steel India Ltd.,18.88,1.44,8.34,2.33,3.97,2.59,23.06,47094.4,0.59,0.17,1.59,21.72,23,0,89.58,127128.9,136286.4,1874.03,145865,11.13,90.05,60.96,1976,0
Essar Steel India Ltd.,15.81,0.19,7.1,-0.06,0.33,-0.03,12.08,90617.7,0.56,0.33,2.01,9.73,9.9,0,64,114020.8,169248.9,2652.08,145735.1,14.22,93.73,59.6,1976,0
Essar Steel India Ltd.,13.4,-1.19,3.65,-1.23,-1.7,-0.57,5.2,104933.4,0.64,0.2,2.13,15.14,15.67,0,83.11,133606.5,214139,47943.99,145865,13.61,107.08,59.15,1976,0
Essar Steel India Ltd.,11.17,-6.88,-1.64,-6.9,-12.82,-3.65,-3.06,89876.5,0.42,0.16,2.97,23.64,23.87,0,104.53,175790.2,270445.6,40790,166645.4,11.56,123.29,24.93,1976,0
Essar Steel India Ltd.,3.23,-16.66,-15.93,-8.56,-34.66,-3.93,-33.14,70408.6,0.43,0.16,4.24,22.55,23.57,0,125.59,163767.2,307067.6,14927.32,228179.2,14.26,167.8,-40.72,1976,0
Essar Steel India Ltd.,23.78,-9.37,-20.78,-26.6,-25.72,-10.52,-57.04,53364.3,0.51,0.21,5.94,27.37,24.72,0,184.4,143909.8,344115.4,1788.04,284967.3,23.5,255.69,-96.97,1976,0
Essar Steel India Ltd.,33.62,3.42,6.53,-18.43,9.98,-7.69,19.01,76069.4,0.52,0.35,3.82,13.15,11.22,0,136.74,150097,386103.3,6218.54,224769.3,29.8,251.34,-104.35,1976,0
Essar Steel India Ltd.,6.4,-27.85,-28.27,-29.25,-100.08,-12.15,-101.57,10584.7,0.21,0.12,33.88,9.76,10.07,0,992.65,149450.8,414341.2,6218.54,209364,35.3,158.79,-41.35,1976,0
Jaypee Infratech Ltd.,-106.49,-1476.62,-116.88,-1476.62,-331.29,54334.5,77.46,0,0.21,0.59,0,0,0,8398.6,15.43,13670.3,9536.3,14927.32,45993.8,-4029.95,86443.19,2007,15.78,0
Jaypee Infratech Ltd.,58.3,46.59,49.03,46.59,24.26,74824.5,25.53,0,1.62,1.5,0,0,0.04,14660,12.08,1.29,12453.6,5545.4,283.89,12764.86,69932.8,2007,15.1,0
Jaypee Infratech Ltd.,92.68,73.59,76.03,73.58,30.38,74824.5,31.39,0,2.91,1.91,0,1.43,29.25,27087.6,8.9,0.09,19639.9,6404.8,4059.19,-4029.95,25017.09,2007,12.48,0
Jaypee Infratech Ltd.,65.2,51.28,51.59,51.68,42.67,62681.2,42.92,0,1.33,1.98,0,0.17,42.1,52661.5,15.4,2.25,47629.2,27767.1,162.47,-120.37,80766.48,2007,8.67,0
Jaypee Infratech Ltd.,52.68,40.55,40.22,40.32,24.47,66451.6,24.28,0.14,1.23,1.48,0,0.12,54.79,78946.7,10.66,3.27,57776.3,31556.6,111.72,-56.93,69932.8,2007,6.66,0
Jaypee Infratech Ltd.,45.42,21.09,21.54,21.09,11.62,74824.5,11.86,0.01,1.31,1.45,0,0.33,43.08,99410.8,5.11,2.27,-34384.8,32743.4,160.56,-117.47,54932.32,2007,8.47,0
Jaypee Infratech Ltd.,29.21,-1.37,2.31,8.98,-0.75,77754,1.26,5.99,1.39,1.56,0,0,27.29,110524.7,2.08,1.93,-35451,33186.9,189.47,-162.19,29445.39,2007,13.38,0
Jaypee Infratech Ltd.,48.26,10.9,14.03,10.9,5.72,64454.1,7.37,9.64,1.4,1.4,0,0,36.97,115300.1,2.39,0.94,-32235.9,32478.4,387.06,-350.1,23264.64,2007,9.87,0
Jaypee Infratech Ltd.,34.05,-12.71,-14.99,-7.91,-5.78,81550.3,-6.81,15.3,1.56,1.99,0,0.04,86.08,112981.2,-1.45,1.06,-35382.8,27997.9,342.8,-256.72,11667.04,2007,4.24,0
Jyoti Structures Ltd.,13.73,3.02,4.6,3.02,15.17,1.84,23.13,150.07,2.17,1.22,74.63,74.42,108.52,2400.9,4.93,3.23,596.2,2646.6,112.92,84.63,258.78,1974,3.36,0
Jyoti Structures Ltd.,5.77,-2.95,-3.29,-4.7,-18.39,3.74,-20.51,196.37,2.99,1.09,68.66,67.29,112.66,2795.3,-8.17,3.13,452.1,3199.7,116.56,78.87,241.59,1974,3.24,0
Jyoti Structures Ltd.,11.08,0.16,2.08,0.18,0.95,0,12.5,243.88,2.17,0.9,33.63,33.56,150.19,3033.2,0.3,2.21,472.7,2773.2,165.17,67.57,105.08,1974,2.43,0
Jyoti Structures Ltd.,12.4,1.82,4.34,1.81,10.1,-0.48,24.09,174.37,1.37,1.03,17.45,17.41,167.25,3176.5,3.7,2.23,622.3,3034.5,163.54,79.38,1066.84,1974,2.18,0
Jyoti Structures Ltd.,11.48,2.62,3.78,2.62,14.74,0,21.26,27.29,1.19,1.2,20.89,20.86,138.2,3567.2,6.53,2.93,942.2,4396.6,124.46,89.57,2345.41,1974,2.64,0
Jyoti Structures Ltd.,12.27,3.74,4.53,3.58,25.63,1.84,31.09,13.34,1.32,1.22,13.4,13.36,106.74,4736.2,10.82,3.59,1215.1,7381.1,101.71,74.83,7538.63,1974,3.42,0
Jyoti Structures Ltd.,14.06,5.32,6.08,5.38,27.62,3.74,31.6,2.98,0.58,0.96,7.9,7.9,109.01,6557.9,15.43,3.8,2734.3,10249.8,95.96,64.86,13673.92,1974,3.35,0
Jyoti Structures Ltd.,13.05,4.84,5.4,5.17,22.14,0,24.67,5.31,0.66,0.94,25.4,25.39,112.48,8925.4,14.52,5.02,3395.1,13991.5,72.72,68.26,12960.84,1974,3.25,0
Jyoti Structures Ltd.,13.56,4.57,5.1,4.57,21.12,3.74,23.59,14.08,0.73,0.93,39.47,39.64,130.84,11748.5,12.43,4.61,4155.8,17385.1,79.19,84.36,4434.78,1974,2.79,0
Jyoti Structures Ltd.,13.1,4.37,5.66,4.39,19.82,1.84,25.64,6.23,0.72,1.11,22.09,21.98,145.34,14851.8,11.54,4.13,4989.4,20633.3,88.28,107.55,13321.62,1974,2.51,0
Jyoti Structures Ltd.,13.29,4.49,5.47,4.5,20.09,2404.6,24.47,1.01,0.79,1.6,14.15,14.09,148.3,18140.3,11.44,4.03,5969.2,24608.2,90.57,111.44,6652.22,1974,2.46,0
Jyoti Structures Ltd.,12.86,2.72,3.33,3.22,11.42,2026.8,13.98,1.61,1.18,1.31,17.56,17.51,187.38,21680,6.77,3.71,6605.9,26478.1,98.41,139.71,3198.12,1974,1.95,0
Jyoti Structures Ltd.,12.44,2.27,3.33,2.25,9.36,1710.7,13.75,65.95,1.39,1.21,21.33,21.37,222.21,25129.9,4.05,3.2,7084.6,28421.9,114.02,151.91,2221.02,1974,1.64,0
Jyoti Structures Ltd.,10.89,0.94,1.61,0.98,4.39,1529.3,7.5,92.7,1.67,1.11,30.44,30.2,248.26,30720.1,1.81,2.31,7401.7,33826.8,158.18,135.8,2649.22,1974,1.47,0
Jyoti Structures Ltd.,6.98,-9.39,-7.69,-9.37,-39.84,13014,-32.65,153.6,4.44,1.33,27.63,27.95,415.86,35523.8,-10.2,1.37,5889.8,27978.9,265.52,211.55,2814.86,1974,0.88,0
Jyoti Structures Ltd.,5.62,-19.5,-17.45,-19.46,-144.69,6548.3,-129.46,935.78,50.46,0.94,54.08,53.31,595.5,40321.8,-12.23,2.17,883.1,25134.5,168.19,472.21,1193.85,1974,0.61,0
Lanco Infratech Ltd.,9.38,2.53,5.07,3.04,4.87,6548.3,9.74,316,0.59,0.91,0,0,35.1,887.1,3.78,8.42,467.5,867.8,43.32,-8.23,62962.5,1993,10.4,0
Lanco Infratech Ltd.,9.43,5.76,7.59,6.58,17.42,11731.8,22.95,1757.75,0.8,0.94,0,0,24.17,1194.4,11.64,5.77,609.4,1614.2,63.2,-39.03,62962.5,1993,15.1,0
Lanco Infratech Ltd.,13.17,9.01,10.99,9.03,26.55,2.39,32.39,1771.38,0.39,0.97,0,0,33.56,1424.3,16.74,4.2,637.3,1674.5,86.81,-53.26,125928.2,1993,10.88,0
Lanco Infratech Ltd.,11.4,3.51,5.31,4.91,6.31,11731.8,9.54,28.3,0.73,0.76,0,0,36.04,1591.7,5.65,4.07,678.9,1145.8,89.58,-53.54,80766.48,1993,10.13,0
Lanco Infratech Ltd.,8.82,5.6,5.13,7.32,13.55,1.84,12.41,24.2,0.44,1.09,0,0,28.48,1629.5,11.26,8.91,777.6,1675.7,40.98,-12.5,35211.01,1993,12.82,0
Lanco Infratech Ltd.,12.18,6.39,9.73,8.96,11.81,-149.74,17.98,765.03,0.6,0.57,0,18.45,104.66,1878.2,10.86,4.53,875.2,1464.9,80.5,24.57,86443.19,1993,3.49,0
Lanco Infratech Ltd.,23.08,13.2,15.34,13.23,9.96,11731.8,11.57,345.05,0.12,0.69,0,0,82.72,6271.3,8.72,3.4,13792.7,5296.3,107.48,-7.25,35211.01,1993,4.41,0
Lanco Infratech Ltd.,21.4,12.48,13.66,12.41,13.47,1710.7,14.74,57.01,0.35,0.49,0,0.04,88.2,15890.1,10.8,3.33,15931,15741.5,109.72,11.38,86443.19,1993,4.14,0
Lanco Infratech Ltd.,14.17,6.46,7.47,6.46,15.33,13014,17.72,118.45,0.72,0.55,0,0.01,78.62,32255.4,9.9,4.63,18615.1,40824.2,78.89,8.1,32387.01,1993,4.64,0
Lanco Infratech Ltd.,15.59,7.76,8.53,7.76,19.37,0,21.3,123.9,0.86,0.93,0,0,107.76,53346.5,10.69,3.77,31597.2,58911.8,96.87,21.84,125928.2,1993,3.39,0
Lanco Infratech Ltd.,13.57,4.54,5.58,4.61,8.43,11731.8,10.36,473.71,1.1,0.81,0,0.04,160.16,79704.2,4.31,2.75,34272.1,58091.1,132.59,43.27,95469.47,1993,2.28,0
Lanco Infratech Ltd.,9.67,1.3,2.32,1.35,3.29,9887.5,5.88,482.11,1.17,0.85,0.4,0.41,118.32,110196.3,1.59,2.87,35859.1,88387.2,127.11,0.72,43822.05,1993,3.08,0
