PROMSHR,PROMPLEDG,FORPROM,Market.Capitalisation,EPS,P.E,P.B,BVS,Beta,TA,Alpha,PBDITAINC,PBTINC,PATINC,CASHPRFINC,PBDITAMARG,OPMARG,OPRFINCOS,PBPTEQ,ROE,RONW,CASHROE,PBPTCE,ROCE,PATCE,PBPTTA,ROTA,PATTA,QR,CR,DE,CASHCL,CASHCOS,TURNOVER,NAT,PVT,FORGN,OTHERS,Target
25.58,0,15.11,1179635.39,56.58,22.49,3.51,362.95,1.4,809644.8,0.07,-2.96,-40.86,-40.86,-34.51,-6.93,-7.4,-1016.43,-29.55,-29.99,-30.45,-25.71,-11.02,-11.18,-11.35,-4.76,-4.83,-4.9,0.27,0.91,2.16,0.02,17.07,22374.2,15,3,0,0,0
42.4,10.65,54.21,1597917.18,54.05,31.81,4.31,398.78,1.46,895969.6,0,15.63,-39.93,-39.93,-35.94,0.12,0.12,-359.99,-30.45,-30.7,-28.58,-25.73,-8.26,-8.33,-7.75,-3.6,-3.62,-3.37,0.39,0.79,3.38,0.18,81.11,13950.9,8,0,0,0,0
0,0.98,0,1132864.57,47.49,25.61,2.7,449.89,1.42,1019391.1,-0.05,20.85,-15.35,-15.35,-11.22,13.02,12.69,-315.51,-30.13,-30.72,-25.38,-18.55,-5.78,-5.89,-4.87,-2.72,-2.77,-2.29,0.46,0.72,5.31,0.01,11.74,26718,2,2,2,0,0
22.9,7.55,5.14,191426.39,41.45,18.82,4.93,158.13,0.93,59613.3,0.48,13.6,10.79,7.55,8.84,10.64,10.71,613.85,37.19,25.09,27.18,31.82,27.71,18.7,20.25,12.4,8.36,9.06,0.74,1.05,0.36,0.14,24.57,179713.1,6,1,1,0,0
22.62,22.72,5.1,170950.29,33.23,20.93,3.94,176.78,0.88,104277.1,0.43,14.52,12.21,8.34,9.56,11.68,12.02,601.36,41.77,26.72,28.49,32.63,30.46,19.49,20.78,14.16,9.06,9.66,0.9,1.2,0.38,0.37,14.96,253103.1,6,1,1,0,0
29.2,21.65,4.35,106844.31,28.08,13.65,2.03,188.51,1.08,143770.8,0.1,16.83,12.78,9.55,11.48,12.68,12.72,627.89,36.72,22.45,31.71,38.12,25.12,15.36,21.69,12.4,7.58,10.7,0.93,1.25,0.53,0.31,23.98,343566,6,1,1,0,0
26.34,10.65,2.46,315362.48,36.45,14.96,4.03,135.22,1.09,161762.4,0.29,18.2,14.87,11.04,12.46,13.83,13.68,314.7,38.29,28.45,28.48,32.15,26.69,19.83,19.85,13.68,10.16,10.17,0.97,1.31,0.37,0.4,15.93,373837.9,6,1,1,0,0
24.9,7.41,0.12,428898.56,42.62,16.39,4.16,168.02,1.1,198109.7,0.25,17.16,12.65,8.61,11.09,13.97,14.13,465.71,29.59,18.58,19.74,25.43,21.95,13.78,14.64,11.01,6.91,7.34,1.12,1.24,0.33,0.29,16.32,442291.5,6,1,1,0,0
25.26,7.63,0.12,427879.07,41.79,16.68,3.47,200.66,1.1,198109.7,0.25,15.47,11.39,8.04,9.92,12.48,12.61,410.75,27.07,18.85,18.96,23.37,19.86,13.83,13.91,9.79,6.82,6.86,1.09,1.22,0.39,0.22,50.5,535572,6,1,1,0,0
25.18,8.18,0.12,528729.53,51.91,16.59,3.63,237.3,1.1,240519.2,0.24,13.7,10.04,7.64,8.95,10.56,10.78,270.25,19.64,14.84,18.1,21.2,14.6,11.03,13.46,7.31,5.53,6.74,1.19,1.35,0.3,0.19,11.32,520268.7,6,1,1,0,0
25.29,8.11,0.11,603974.87,60.98,16.08,3.6,272.66,0.97,316412.7,0.43,16.05,12.11,9.15,10.46,11.6,11.6,278.41,21.86,16.74,17.54,20.05,16.51,12.65,13.25,8.78,6.72,7.04,1.13,1.27,0.34,0.15,12.74,570066.4,6,1,1,0,0
25.65,6.21,0.1,737329.82,48.56,24.45,3.83,310.08,0.9,333078.3,0.23,15.86,11.09,8.37,10.3,11.38,11.43,252.7,18.05,14.24,14.33,17.63,13.41,10.58,10.65,7.48,5.9,5.93,1.2,1.34,0.35,0.16,11.16,573893.6,6,1,1,0,0
26.94,5.1,0.1,751304.4,51.6,23.44,3.35,361.25,0.89,365376.3,0.18,14.58,9.29,7.45,9.61,10.45,10.44,303.79,14.58,11.21,12.67,16.36,10.86,8.35,9.44,6.01,4.62,5.23,1.2,1.36,0.34,0.17,22.86,638720.2,7,1,1,0,0
64.48,42.44,54.21,236819.58,51.36,15.96,3.61,227.27,1.22,77277,0.2,14.07,12.04,9.07,10.7,9.92,9.92,339.55,39.12,33.14,33.39,39.4,28.07,23.78,23.96,17.95,15.21,15.33,0.91,1.25,0.46,0.57,49.37,112384.9,5,1,0,0,0
54.21,3.62,54.21,239665.34,57.29,14.48,2.85,291.28,0.94,161497,0.11,12.83,10.42,8.17,9.94,9.46,9.57,611.6,28.01,20.82,28.12,34.23,18.21,13.53,18.28,11.94,8.87,11.98,0.71,1.01,0.6,0.39,31.05,130147.7,12,3,0,0,0
54.21,0,54.21,223934.19,39.13,19.81,2.4,323.45,0.84,178672,0.07,9.93,6.9,5.57,8.62,7.43,7.35,303.04,20.39,16.37,17.59,27.21,12.03,9.66,10.38,7.88,6.32,6.79,0.68,0.87,0.77,0.43,40.6,146681.3,3,0,0,0,0
54.21,5.11,54.21,409139.98,84.95,16.67,3.46,409.64,0.75,216288,0.27,16.46,13.68,10.03,12.1,14.82,14.84,788.09,43.86,32.31,31.99,38.6,28.64,21.1,20.89,18.76,13.82,13.68,0.85,1.08,0.37,0.51,35.23,203961.2,2,0,0,0,0
54.21,0,54.21,365052.31,77.59,16.29,2.63,479.99,0.71,246588,0.09,15.34,13.47,10.19,12.04,13.27,13.37,755.38,37.23,28.89,29.39,34.74,28.82,22.36,22.75,18.76,14.55,14.8,0.51,0.85,0.23,0.22,9.77,255381.4,3,0,1,0,0
54.21,9.98,54.21,389768.56,55.66,24.24,2.62,514.44,0.71,246588,0.09,12.43,10.32,8.24,9.9,10.72,10.91,980.66,29.91,24.36,25.71,30.91,23.6,19.22,20.29,15.28,12.44,13.13,0.64,1.03,0.3,0.3,13.69,343481.8,15,2,1,0,0
56.21,0,56.21,369718.2,57.79,22.15,2.26,565.57,0.69,287871,0.2,12.14,10.09,7.61,9.56,10.79,10.81,820.13,32.3,24.9,25.08,31.5,25.55,19.69,19.83,16.68,12.86,12.95,0.72,1.08,0.24,0.37,16.22,434126.5,7,0,0,0,0
56.21,0,56.21,595520.63,88.73,22.22,2.84,694.45,0.79,386163,0.19,11.96,9.96,8.56,9.45,10.32,10.39,652.65,27.09,23.9,23.92,26.4,21.85,19.28,19.29,14.34,12.65,12.66,0.87,1.26,0.24,0.52,26.94,431201.8,2,1,1,0,0
56.21,0,56.21,1117469.66,123.08,30.06,4.71,784.7,0.99,426831,0.26,12.23,9.97,7.95,9.7,9.72,9.65,493.4,20.73,16.74,18.45,22.51,17.05,13.77,15.18,11.5,9.29,10.24,0.78,1.11,0.19,0.43,19.76,406325.2,1,0,0,0,0
56.21,0,56.21,1123465.95,176.83,21.03,3.82,974.24,0.95,425668,0.37,11.95,9.61,7.19,9.42,9.55,9.61,492.3,18.85,15.38,15.38,20.15,16.25,13.27,13.27,11.24,9.18,9.18,0.79,1.14,0.13,0.47,20.55,434019.3,0,0,5,0,0
54.92,25.34,52.02,8201.34,34.33,6.96,1.49,160.07,1.9,13997.7,0.49,14.73,12.65,8.72,10.78,12.71,12.54,718.01,35.31,24.85,25.38,31.38,33.16,23.34,23.84,23.38,16.45,16.81,0.91,1.13,0.09,0.46,33.27,174580,6,0,0,0,1
39.29,5.13,67.25,23333.79,34.76,13.99,2.19,222.5,1.07,24777.9,0.85,14.59,11.36,7.88,10.46,11.52,11.7,535.11,29.89,21.68,22.67,30.07,26.59,19.29,20.17,16.89,12.25,12.82,1.4,1.55,0.15,0.75,6.23,212212,6,0,0,0,1
39.32,39.87,48.83,7416.72,44.68,3.46,0.58,268.21,1.01,29592.3,0.3,10.79,6.9,5.01,7.74,7.65,7.54,253.14,15.35,12.73,13.72,21.17,13.79,11.44,12.33,8.02,6.65,7.17,1.29,1.4,0.08,0.61,31.56,234337,6,0,0,0,1
44.31,18.78,58.48,22327.24,51.81,8.25,1.36,314.58,1.04,35582.7,0.19,13.49,10.84,7.54,9.79,11.06,11.12,642.06,30.3,23.18,23.58,30.62,28.12,21.51,21.89,16.25,12.43,12.65,1.41,1.54,0.08,0.75,1.21,322336,6,0,0,0,1
49.42,0,52.06,32866.97,43.81,11.66,1.57,324.86,0.94,51804.8,0.27,10.29,7.48,5.51,8.24,8.11,8.13,598,21.12,17.44,17.81,26.64,20.09,16.59,16.94,11.73,9.69,9.89,1.35,1.5,0.03,0.64,23.77,405864,5,0,0,0,1
49.44,32.63,45.1,29910.65,46.09,10.09,1.29,359.55,0.94,51804.8,0.27,9.06,5.29,4.03,7.19,6.28,6.3,260.8,12.35,10.41,11.26,20.09,11.63,9.8,10.6,6.72,5.66,6.12,1.15,1.31,0.09,0.56,23.23,393624,4,0,0,0,1
49.91,0,67.25,14534.01,40.77,5.59,0.57,398.41,0.94,69116.8,0.34,10.88,5.97,4.77,8.66,8.94,8.94,389.92,17.35,14,14.17,25.72,16.01,12.92,13.08,9.34,7.54,7.63,1.09,1.24,0.08,0.43,12.67,490173,5,0,0,0,1
48.59,0,67.23,5861.78,10.13,8.79,0.22,404.8,0.93,107678.9,-0.29,12.81,7.33,5.57,10.22,10.8,10.79,486.05,17.33,13.55,14.07,25.8,15.99,12.5,12.98,9.45,7.39,7.67,1.19,1.31,0.09,0.59,5.01,487843,6,0,0,0,1
48.59,0,67.21,3297.87,-120.88,13.65,0.18,279.93,1.16,115021.7,-0.8,13.8,8.47,6.6,10.92,11.9,12.01,562.82,20.95,16.64,16.61,27.49,19.86,15.77,15.75,11.51,9.15,9.13,0.74,0.91,0.02,0.17,0.13,549115,6,0,0,0,1
25.27,54.14,0,4467.09,-84.91,14.26,0.7,31.73,1.5,108871.1,-1.16,16.19,11.17,8.05,12.75,14.23,14.23,554.68,28.66,20.11,20.19,31.98,28.2,19.78,19.87,17.96,12.6,12.65,0.31,0.6,0.01,0.1,0.24,649646,6,0,0,0,1
89.5,0,52.02,1234758.29,8.66,17.29,2.44,61.28,0.43,760702,0.44,28.56,21.04,17.08,22.86,22.93,23.63,330.62,33.65,27.49,27.48,36.78,11.58,9.46,9.46,10.5,8.58,8.57,1.97,2.59,1.76,1.66,177.16,7383,16,2,0,0,0
89.5,0,48.94,1624356.49,9.78,20.15,3.09,63.84,0.8,967352,0.12,21.91,16.08,12.15,17.45,18.47,19.1,463.16,26.49,20.1,20.02,28.76,11.69,8.87,8.83,10.41,7.9,7.87,1.29,1.83,1.01,0.97,121.74,13194.4,15,2,0,0,0
89.5,21.51,51.42,1485832.68,8.09,22.27,2.48,72.66,0.71,1114528,0.27,24.14,15.41,12.28,17.41,22.63,22.04,624.71,23.42,18.69,18.84,26.71,11.38,9.09,9.16,10.03,8,8.07,0.77,1.11,1.1,0.5,64.08,17107.3,15,2,0,0,0
84.5,9.98,0,1706811.13,9.9,20.9,2.73,75.72,0.69,1247013.5,0.14,30.95,20.61,16.83,22.83,30.11,29.68,1112.85,23.08,18.94,18.83,25.54,11.62,9.54,9.48,10.28,8.44,8.39,0.58,0.92,0.9,0.31,22.85,15673.8,15,2,0,0,0
84.5,0,56.21,1591374.63,8.52,22.64,2.34,82.34,0.69,1392843.2,0.05,27.76,20.93,16.31,21.03,25.94,26.61,1329.18,19.27,15.06,15.02,19.37,9.12,7.13,7.11,8.27,6.47,6.45,0.7,1.27,1.28,0.53,190.49,16959.6,16,2,0,0,0
84.5,19.74,54.21,1341537.06,9.28,17.53,1.8,90.38,0.69,1392843.2,0.05,25.56,17.78,13.6,17.67,22.56,23.29,653.89,16.7,12.84,12.98,16.87,6.62,5.09,5.15,6.15,4.73,4.78,0.69,1.32,1.74,0.55,205.15,20611.5,16,2,0,0,0
75,0,54.21,1170855.94,12.11,11.73,1.27,111.7,0.72,1503259.6,0,24.5,15.09,11.16,16,22.05,22.05,481.74,13.67,10.11,10.13,14.53,4.48,3.31,3.32,4.15,3.07,3.07,0.36,0.79,2.34,0.25,139.22,21721.1,15,2,0,0,0
75,0,42.27,989043.45,10.01,11.99,1.15,104.08,0.77,1920057.6,-0.3,18.44,3.72,2.55,8.25,14.22,15.79,122.13,3.26,2.54,2.54,8.21,0.93,0.73,0.73,0.85,0.66,0.66,0.15,0.8,2.64,0.03,21.44,25294.9,14,3,0,0,0
74.96,0,21.66,1214969.18,8.89,16.57,1.49,99.03,0.97,2108824.5,-0.2,-1.02,-28.18,-22.69,-19.97,-3.08,-3.1,-1551.66,-43.91,-35.31,-35.31,-31.09,-10.05,-8.08,-8.08,-8.89,-7.15,-7.15,0.09,0.52,4.43,0.02,24.57,34373.3,19,6,0,0,0
69.96,0,0,1062015.81,10.1,12.75,1.16,110.74,0.95,2316166.8,-0.16,-12.33,-81.05,-81.05,-58.95,-17.62,-16.17,-2651.23,-129.56,-137.5,-137.5,-100.01,-17.34,-18.4,-18.4,-14.32,-15.2,-15.2,0.07,0.44,12.38,0.01,24.23,20268,19,6,0,0,0
74.14,0.51,15.59,1878250.91,72.03,12.19,2.81,312.88,0.99,1146358.9,0.44,32.97,23.87,19.15,25.17,28.28,28.28,331.91,18.54,15.04,14.61,19.19,12.57,10.19,9.9,10.73,8.7,8.45,1.78,1.99,0.5,1.07,188.32,328089,1,0,0,0,0
74.14,1.13,19.46,2098982.56,74.5,13.17,2.97,330.16,1.1,1279424.2,-0.09,32.93,24.36,18.25,24.48,29.27,29.27,350.13,20.55,15.92,14.65,19.65,13.6,10.54,9.7,11.36,8.8,8.1,1.76,1.94,0.52,0.99,189.84,372481,1,0,0,0,0
74.14,0,42.27,1667678.91,70.97,10.99,2.12,368.12,0.86,1530395.3,0.07,30.77,22.61,17.24,19.19,23.39,23.39,288.78,16.21,11.86,14.57,16.22,10.47,7.65,9.41,8.77,6.41,7.88,2.05,2.27,0.58,1.12,170.72,419728,1,0,0,0,0
74.14,8.11,22.17,2349551.47,77.23,14.22,2.69,408.08,0.9,1688947.7,0.02,30.64,22.77,17.42,22.22,25.54,25.54,402.55,17.36,13.35,14.27,18.2,10.91,8.39,8.96,8.99,6.92,7.39,1.56,1.71,0.61,0.74,139.95,466109,1,0,0,0,0
74.14,5.49,15.21,2481947.68,21.61,13.42,2.55,113.97,0.86,1848476,0.06,29.32,19.79,15.35,20.71,23.52,23.52,470.85,16.94,10.79,13.97,18.85,10.45,6.65,8.62,8.36,5.33,6.9,1.85,2.06,0.64,0.85,132.95,543737.1,1,0,0,0,0
69.23,0,0,2286882.51,22.22,12.03,1.77,151.41,0.86,1848476,0.06,26.26,18.92,14,17.41,20.65,20.65,345.91,15.63,11.15,13.07,16.25,9.4,6.71,7.86,7.62,5.44,6.37,1.91,2.18,0.69,1.03,113.74,611154.3,1,0,0,0,0
69.23,0,16.72,2665462.95,26.08,11.95,2.04,152.53,0.81,2113778.5,0.09,31.62,23.39,17.63,21.6,23.25,23.25,360.82,16.58,11.2,16.42,20.12,9.72,6.56,9.63,7.8,5.27,7.73,1.54,1.76,0.72,0.82,117.04,637858.6,1,0,0,0,0
68.94,0,0,2726634.7,23.56,13.53,1.99,159.81,0.99,2371976.9,0,27.88,18.94,14.49,19.51,22.29,22.29,469.45,13.86,9.93,13.21,17.78,7.9,5.66,7.53,6.25,4.48,5.96,1.24,1.53,0.78,0.67,94.46,703096.7,1,0,0,0,0
68.94,0,0.12,2624824.37,19.41,15.8,1.82,169.02,0.98,2375973.1,0,26.08,15.96,13.15,16.73,20.44,20.44,402.23,11.37,8.76,12.32,15.68,5.93,4.57,6.43,4.73,3.64,5.12,0.9,1.18,1.06,0.48,74.52,727926.6,1,0,0,0,0
68.93,35.06,0,1837291.5,18.88,11.37,1.19,180.84,1.12,2593253.9,-0.14,29.75,17.45,14.42,18.98,25.76,25.76,868.1,12.06,9.63,12.55,16.52,5.9,4.71,6.13,4.71,3.76,4.9,0.6,0.86,1.03,0.14,27.92,710981.3,1,0,0,0,0
50.02,0,0.1,486188.36,4.25,17.6,0.99,114.1,1.05,112451.4,-0.08,54.94,37.12,24.53,42.37,53.55,53.54,1343.53,47.33,26.24,27.2,46.99,47.13,26.13,27.09,21.69,12.02,12.47,0.95,1,0.01,0.31,159.24,596869,11,2,0,0,0
86.36,5.1,54.21,412256,3.81,25.69,3,32.68,1.21,433337.7,0.24,56.9,38.09,24.83,43.74,53.36,53.45,802.35,44.48,24.26,25.43,44.8,44.34,24.19,25.35,22.13,12.07,12.66,1.09,1.18,0,0.53,163.84,621531.8,11,2,0,0,0
86.36,3.62,0,402575.66,4.53,21.11,2.71,35.28,0.72,544781.5,-0.59,56.99,33.79,22.21,43.87,53.82,53.89,756.08,41.59,20.51,21.79,43.03,41.57,20.5,21.78,22.01,10.86,11.53,0.88,0.95,0,0.33,123.66,664043.1,11,2,0,0,0
86.36,5.13,48.83,450977.34,5.01,21.41,2.79,38.35,0.78,637439.5,0.1,66.55,37.78,25.34,55.34,64.68,64.8,1300.73,40.41,20.08,20.38,44.52,40.4,20.08,20.38,20.75,10.31,10.47,0.87,0.95,0,0.3,115.77,624588.6,11,2,0,0,0
69.42,0.35,0,471306.04,5.73,17.78,2.19,46.52,0.76,758112.1,0.06,64.22,37.9,25.54,52.65,62.45,62.46,1347.35,37.23,20.19,20.67,42.59,37.23,20.19,20.66,19.36,10.5,10.75,0.99,1.3,0,0.76,75.09,702236,10,5,0,0,0
69.42,7.81,0,499547.37,6.32,17.08,2.1,51.32,0.76,758112.1,0.06,67.4,42.34,28.54,53.6,64.03,64.1,1136.99,39.38,20.23,24.1,45.26,38.55,19.8,23.59,20.83,10.7,12.74,0.92,1.18,0.04,0.61,85,797059.8,11,5,0,0,0
69.42,0,2.46,490519.4,8.89,11.91,1.84,57.48,0.75,957529,0.1,62.38,33.61,22.51,51.2,60.02,60.04,1127.17,34.88,16.44,17.83,40.55,34.23,16.13,17.49,18.97,8.94,9.7,1.23,1.66,0,0.76,112.22,865789,12,4,0,0,0
57.9,0,0,549578.49,8.62,12.18,1.59,65.87,0.77,1463320.9,-0.13,60.86,33.85,23.21,51.86,58.44,58.37,1082.7,28.79,15.59,17.09,38.18,28.79,15.59,17.09,16.27,8.81,9.66,1.05,1.46,0,0.57,90.03,880997.1,13,4,0,0,0
57.9,0,0.1,759626.82,9.55,15.2,1.99,72.95,0.82,1669985.5,0.04,57.54,29.33,19.16,47.74,55.2,55.31,1111.95,25.55,11.89,12.7,31.64,25.42,11.84,12.64,15.09,7.03,7.5,0.87,1.25,0.01,0.14,69.91,864155.4,13,4,0,0,0
57.9,5.11,0,727714.12,11.36,12.24,1.66,83.62,0.89,1885054,0.08,49.15,26.97,18.34,37.71,48.52,48.5,865.77,19.41,10.83,10.82,22.24,19.31,10.78,10.77,11.94,6.66,6.66,1.06,1.39,0,0.53,119.69,805370.5,13,4,0,0,0
50.98,0.29,0,1906806.73,79.88,17.13,3.55,385.95,1.15,932168.7,-0.21,82.58,35.67,29.52,49.53,80.07,80.07,404.57,12.32,10.21,11.58,19.42,4.5,3.73,4.23,3.87,3.2,3.63,0.43,0.45,1.87,0.17,271.45,36131.5,2,3,1,0,0
51.37,0,0,3291787.26,133.87,16.92,4.17,542.74,0.91,1501494.4,0.39,76.42,33.04,27.6,52.39,79.7,79.7,488.59,14.79,12.99,11.57,21.97,5.28,4.64,4.13,4.56,4,3.57,0.67,0.7,1.74,0.26,347.51,46364,2,3,1,0,0
49.03,0,28.45,2397209.47,99.42,15.32,2.09,727.66,1.05,2459531.6,0.43,80.16,29.11,23.75,41.02,79.11,79.11,175,15.86,13.34,11.7,20.21,5.45,4.59,4.02,4.64,3.9,3.42,0.68,0.71,2.06,0.23,382.77,57135.4,2,3,1,0,0
44.76,0,0,3514507.81,49.65,21.65,2.74,392.51,1.03,2512493.8,0.37,82.07,34.82,26.87,55.72,81.06,81.06,699.65,17.21,13.6,13,26.96,5.55,4.39,4.19,4.51,3.56,3.41,0.5,0.52,2.13,0.21,357.35,71614.7,2,3,1,0,0
44.72,0,0,3429841.29,62.15,16.86,2.35,446.25,1.01,2849000,0.24,83.97,41.78,29.42,58.15,81.04,81.04,516.54,19.64,14.08,14.2,28.06,6.55,4.69,4.73,5.3,3.8,3.83,0.86,0.91,1.9,0.37,364.57,84093.5,2,3,1,0,0
44.75,0,0,2447166.66,64.94,11.52,1.51,493.99,1.01,2849000,0.24,86.65,42.51,30.07,57.92,83.68,83.68,558.91,20.02,14.35,14.46,27.84,6.47,4.64,4.67,5.25,3.77,3.79,0.58,0.62,2.27,0.19,199.11,101285.9,2,3,1,0,0
45.34,0,0.1,2498016.86,61,12.68,1.42,543.07,1.06,2952250,-0.02,86.01,41.79,31.33,58.3,82.81,82.81,633.4,22.12,16.66,17.03,31.69,6.42,4.84,4.94,5.16,3.89,3.97,0.35,0.41,2.6,0.13,114.7,128052.1,2,3,1,0,0
45.3,0,0,3004052.78,68.2,13.63,1.52,609.78,0.99,3677440,-0.17,85.59,39.79,28.56,57.39,83.37,83.37,905.78,20.49,14.86,14.8,29.74,5.86,4.25,4.24,4.72,3.42,3.41,0.41,0.46,2.41,0.24,253.1,152492.1,2,3,1,0,0
45.24,0,15.21,2668472.52,70.32,11.73,1.23,668.05,1.06,3980640,-0.24,86.62,35.29,27.92,56.97,85.33,85.33,927.85,17.27,13.76,13.66,27.88,5,3.98,3.96,4,3.19,3.17,0.31,0.35,2.49,0.1,99.2,171942.5,3,3,5,0,0
46.53,0,0,3387003.35,84.62,12.35,1.33,783.83,1.09,4821120,-0.09,89.4,35.16,27.74,57.62,88.7,88.7,1169.37,18.14,14.52,14.53,30.19,5.21,4.17,4.17,4.18,3.34,3.35,0.43,0.48,2.48,0.08,101.81,207593.4,3,3,5,0,0
59.73,0,42.27,522562.16,74.24,13.37,1.7,583.17,0.98,4941606,0.07,17.55,12.23,10.05,14.89,17.14,17.24,3722.64,27.19,22.45,22.44,33.23,18.54,15.3,15.3,14.22,11.74,11.73,0.22,0.68,0.45,0.07,6.5,1183537.1,8,1,4,0,0
59.73,10.65,26,1009626.41,106.34,15.04,2.06,776.48,1.05,7221250.9,0.05,19.88,15.81,13.37,17.27,16.26,16.05,351.49,32.32,27.43,27.49,35.53,22.24,18.88,18.92,17.36,14.73,14.76,0.4,0.85,0.45,0.19,12.81,1392694.6,2,0,4,0,0
59.41,0,48.83,677131.5,142.8,7.47,1.17,912.73,1.05,9650429.6,0.11,24.81,12.43,10.31,15.04,23.87,23.93,920.29,19.14,16.03,15.69,22.88,12.22,10.24,10.02,9.74,8.16,7.99,0.69,1.05,0.64,0.56,61.9,1463280.7,3,0,4,0,0
59.41,8.99,52.5,1319921.02,144.41,14.4,2,1038.76,1.06,10539566.1,0.15,16.29,10.1,7.97,13.77,14.66,14.95,659.3,16.95,13.37,13.37,23.08,10.86,8.56,8.56,8.64,6.81,6.81,0.78,1.38,0.49,0.49,26.97,2003997.9,0,0,5,0,0
59.4,0.29,26,1757613.71,114.56,24.16,2.7,1023.4,1.09,12246938.1,0.31,15.74,9.63,7.74,13.21,14.44,14.62,738.46,18.44,14.83,14.78,25.23,12.51,10.06,10.03,9.7,7.8,7.77,0.84,1.3,0.46,0.59,42.21,2586510,3,1,4,0,0
61.58,0,56.21,1405838.94,99.67,21.02,1.75,1200.26,1.09,12246938.1,0.31,11.55,7.44,5.79,9.25,9.93,9.95,423.38,16.61,13,12.97,20.7,11.53,9.02,9,8.98,7.03,7.01,1.24,1.83,0.42,0.97,45.53,3397920,0,0,4,0,0
62.31,0,15.59,1417831.41,215.48,9.62,1.45,1429.18,1.14,13377094.4,0.28,10.23,6.93,5.54,8.04,8.22,8.29,326.73,15.39,12.31,12.28,17.84,10.9,8.72,8.7,8.63,6.91,6.89,1.08,1.65,0.4,0.94,51.67,3711190,1,0,4,0,0
58.6,0,54.21,1432151.16,127.14,15.09,1.21,1584.34,1.41,17945700.9,-0.11,9.71,6.78,5.36,7.51,7.7,7.69,308.97,14.82,11.72,11.69,16.39,10.35,8.19,8.17,8.14,6.43,6.42,0.81,1.3,0.46,0.7,31.92,4013020,1,0,5,0,0
58.6,0,0,1993350.16,13.76,19.4,1.55,172.04,1.56,20514956.3,-0.07,11.61,8.44,6.5,9.16,9.41,9.36,338.59,14.27,11.01,11,15.49,9.82,7.57,7.57,7.7,5.94,5.94,0.74,1.16,0.45,0.68,13.24,3408140,17,5,5,0,0
61.32,6.22,0,1549251.91,4.73,41.1,1.07,180.97,1.63,23615268.9,-0.25,18.3,13.9,10.57,14.3,16.04,15.78,469.14,15.26,11.66,11.65,15.76,10.63,8.13,8.12,8.15,6.23,6.22,0.44,0.66,0.42,0.39,10.78,2512410,1,9,4,0,0
68.31,7.41,42.27,202934.82,30.43,34.64,8.34,126.37,0.53,36102.1,0.44,74.3,17.06,10.16,17.37,-7921.05,0,20.29,30.04,16.14,15.41,26.33,11.77,6.32,6.04,1.67,0.9,0.86,1.72,1.73,1.79,1.16,1602.09,1833,2,3,1,0,0
63.71,5.1,20.57,255043.12,48.94,25.16,6.06,203.15,0.44,54743.8,0.61,79.58,17.86,11.51,17.02,15.01,0,21.35,30.58,16.72,16.75,24.76,11.74,6.42,6.43,1.91,1.04,1.04,1.52,1.52,1.49,1.02,1952.76,71.3,2,3,1,0,0
63.71,0.6,22.8,230385.92,60.91,18.26,4.47,248.72,0.38,62941.4,0.44,80.47,18.53,11.92,15.42,80.07,0,21.51,30.4,16.95,17.05,22.06,12.31,6.87,6.91,1.93,1.07,1.08,2.02,2.02,1.45,1.49,2426.37,5545.4,2,3,1,0,0
63.72,0.52,42.27,370655.49,43.36,41.27,6.48,276.08,0.33,66093.3,0.46,77.69,16.01,10.54,16.17,80.07,0,21.26,29.48,14.8,14.8,22.71,11.74,5.9,5.9,1.81,0.91,0.91,1.7,1.7,1.56,1.23,1547.71,1833,2,3,1,0,0
63.72,0.35,26,457520.11,13.34,33.12,6.85,64.51,0.34,76211.5,0.37,76.57,15.22,8.41,19.33,85.33,0,23.57,34.62,11.11,12.62,29.01,12.82,4.12,4.68,1.99,0.64,0.73,2.19,2.19,1.84,1.63,1869.57,1833,2,3,1,0,0
63.72,0.37,0,589763.92,15.41,36.95,7.46,76.35,0.34,76211.5,0.37,79.47,15.17,9.59,21.01,74.81,0,24.74,40.22,15.6,15.75,34.49,15.13,5.87,5.92,2.33,0.9,0.91,1.96,1.96,1.52,1.28,1363.52,32743.4,3,3,5,0,0
63.68,0.29,54.21,847468.49,14.53,56.3,9.84,83.2,0.31,92885,0.41,79.46,14.59,10.32,19.99,74.81,0,22.79,33.88,15.48,15.47,29.98,12.91,5.9,5.9,2.13,0.97,0.97,2.05,2.05,1.71,1.45,1436.05,23084.5,3,3,5,0,0
63.65,0.25,0.1,1187501.83,0.23,2474.48,16.03,35.77,0.35,146498.9,0.6,77.75,10.41,6.95,17.92,-8231.37,0,19.29,27.32,8.75,10.04,25.88,10.41,3.33,3.83,1.76,0.56,0.65,1.88,1.88,1.55,1.42,1341.75,171942.5,6,3,5,0,0
63.56,1.13,21.85,2117247.31,-7.13,1182.74,9.31,109.78,0.45,389710.1,0.67,78.95,10.99,7.44,18.21,-3653.68,0,21.38,29.53,8.23,10.49,25.68,11.56,3.22,4.11,1.92,0.53,0.68,2.63,2.63,1.56,1.93,1800.2,39506.8,7,3,4,0,0
54.97,1.66,0,1972193.67,-4.23,44.84,9.01,90.94,0.5,358723.1,0.48,79.46,7.27,5.09,20.88,29.02,0,19.88,26.81,2.73,7.22,29.59,9.19,0.94,2.47,1.67,0.17,0.45,2.53,2.53,2.24,1.81,1919.94,17319.8,7,3,4,0,0
